state,district,crop_year,season,crop,area,production
Madhya Pradesh,NARSINGHPUR,1999,Whole Year ,Sugarcane,5759.0,246320.0
Madhya Pradesh,NARSINGHPUR,1999,Whole Year ,Sweet potato,144.0,1296.0
Madhya Pradesh,NARSINGHPUR,1999,Whole Year ,Turmeric,9.0,11.0
Madhya Pradesh,NARSINGHPUR,2000,Kharif     ,Arhar/Tur,15188.0,21901.0
Madhya Pradesh,NARSINGHPUR,2000,Kharif     ,Bajra,60.0,74.0
Madhya Pradesh,NARSINGHPUR,2000,Kharif     ,Dry ginger,149.0,250.0
Madhya Pradesh,NARSINGHPUR,2000,Kharif     ,Groundnut,80.0,138.0
Madhya Pradesh,NARSINGHPUR,2000,Kharif     ,Jowar,4916.0,8289.0
Madhya Pradesh,NARSINGHPUR,2000,Kharif     ,Maize,521.0,1138.0
Madhya Pradesh,NARSINGHPUR,2000,Kharif     ,Niger seed,296.0,117.0
Madhya Pradesh,NARSINGHPUR,2000,Kharif     ,Other Kharif pulses,4731.0,1785.0
Madhya Pradesh,NARSINGHPUR,2000,Kharif     ,Rice,10835.0,9094.0
Madhya Pradesh,NARSINGHPUR,2000,Kharif     ,Sesamum,2410.0,980.0
Madhya Pradesh,NARSINGHPUR,2000,Kharif     ,Small millets,4150.0,687.0
Madhya Pradesh,NARSINGHPUR,2000,Kharif     ,Soyabean,113621.0,118109.0
Madhya Pradesh,NARSINGHPUR,2000,Kharif     ,Sunflower,634.0,428.0
Madhya Pradesh,NARSINGHPUR,2000,Rabi       ,Gram,125591.0,144304.0
Madhya Pradesh,NARSINGHPUR,2000,Rabi       ,Linseed,39.0,23.0
Madhya Pradesh,NARSINGHPUR,2000,Rabi       ,Other  Rabi pulses,34357.0,21765.0
Madhya Pradesh,NARSINGHPUR,2000,Rabi       ,Rapeseed &Mustard,272.0,222.0
Madhya Pradesh,NARSINGHPUR,2000,Rabi       ,Wheat,77338.0,252772.0
Madhya Pradesh,NARSINGHPUR,2000,Whole Year ,Coriander,583.0,316.0
Madhya Pradesh,NARSINGHPUR,2000,Whole Year ,Dry chillies,157.0,94.0
Madhya Pradesh,NARSINGHPUR,2000,Whole Year ,Garlic,71.0,313.0
Madhya Pradesh,NARSINGHPUR,2000,Whole Year ,Onion,586.0,11879.0
Madhya Pradesh,NARSINGHPUR,2000,Whole Year ,Sannhamp,47.0,128.0
Madhya Pradesh,NARSINGHPUR,2000,Whole Year ,Sugarcane,12332.0,333700.0
Madhya Pradesh,NARSINGHPUR,2000,Whole Year ,Turmeric,12.0,10.0
Madhya Pradesh,NARSINGHPUR,2001,Kharif     ,Arhar/Tur,15569.0,28420.0
Madhya Pradesh,NARSINGHPUR,2001,Kharif     ,Bajra,29.0,37.0
Madhya Pradesh,NARSINGHPUR,2001,Kharif     ,Dry ginger,220.0,381.0
Madhya Pradesh,NARSINGHPUR,2001,Kharif     ,Groundnut,118.0,193.0
Madhya Pradesh,NARSINGHPUR,2001,Kharif     ,Jowar,5375.0,8742.0
Madhya Pradesh,NARSINGHPUR,2001,Kharif     ,Maize,572.0,1707.0
Madhya Pradesh,NARSINGHPUR,2001,Kharif     ,Niger seed,412.0,167.0
Madhya Pradesh,NARSINGHPUR,2001,Kharif     ,Other Kharif pulses,9690.0,6360.0
Madhya Pradesh,NARSINGHPUR,2001,Kharif     ,Rice,13188.0,15394.0
Madhya Pradesh,NARSINGHPUR,2001,Kharif     ,Sesamum,1940.0,1048.0
Madhya Pradesh,NARSINGHPUR,2001,Kharif     ,Small millets,4063.0,1376.0
Madhya Pradesh,NARSINGHPUR,2001,Kharif     ,Soyabean,91968.0,155126.0
Madhya Pradesh,NARSINGHPUR,2001,Kharif     ,Sunflower,580.0,453.0
Madhya Pradesh,NARSINGHPUR,2001,Rabi       ,Gram,138525.0,170386.0
Madhya Pradesh,NARSINGHPUR,2001,Rabi       ,Jowar,3.0,3.0
Madhya Pradesh,NARSINGHPUR,2001,Rabi       ,Linseed,98.0,63.0
Madhya Pradesh,NARSINGHPUR,2001,Rabi       ,Other  Rabi pulses,36447.0,23082.0
Madhya Pradesh,NARSINGHPUR,2001,Rabi       ,Rapeseed &Mustard,164.0,167.0
Madhya Pradesh,NARSINGHPUR,2001,Rabi       ,Wheat,67695.0,216381.0
Madhya Pradesh,NARSINGHPUR,2001,Whole Year ,Coriander,785.0,426.0
Madhya Pradesh,NARSINGHPUR,2001,Whole Year ,Dry chillies,162.0,125.0
Madhya Pradesh,NARSINGHPUR,2001,Whole Year ,Garlic,102.0,449.0
Madhya Pradesh,NARSINGHPUR,2001,Whole Year ,Onion,602.0,12213.0
Madhya Pradesh,NARSINGHPUR,2001,Whole Year ,Potato,606.0,14277.0
Madhya Pradesh,NARSINGHPUR,2001,Whole Year ,Sannhamp,41.0,133.0
Madhya Pradesh,NARSINGHPUR,2001,Whole Year ,Sugarcane,8007.0,381060.0
Madhya Pradesh,NARSINGHPUR,2001,Whole Year ,Sweet potato,184.0,1702.0
Madhya Pradesh,NARSINGHPUR,2001,Whole Year ,Turmeric,14.0,14.0
Madhya Pradesh,NARSINGHPUR,2002,Kharif     ,Arhar/Tur,16411.0,16971.0
Madhya Pradesh,NARSINGHPUR,2002,Kharif     ,Bajra,30.0,21.0
Madhya Pradesh,NARSINGHPUR,2002,Kharif     ,Castor seed,2.0,1.0
Madhya Pradesh,NARSINGHPUR,2002,Kharif     ,Dry ginger,182.0,319.0
Madhya Pradesh,NARSINGHPUR,2002,Kharif     ,Groundnut,191.0,176.0
Madhya Pradesh,NARSINGHPUR,2002,Kharif     ,Jowar,6088.0,8299.0
Madhya Pradesh,NARSINGHPUR,2002,Kharif     ,Maize,552.0,1654.0
Madhya Pradesh,NARSINGHPUR,2002,Kharif     ,Niger seed,306.0,127.0
Madhya Pradesh,NARSINGHPUR,2002,Kharif     ,Other Kharif pulses,23218.0,12374.0
Madhya Pradesh,NARSINGHPUR,2002,Kharif     ,Rice,12974.0,9148.0
Madhya Pradesh,NARSINGHPUR,2002,Kharif     ,Sesamum,1363.0,546.0
Madhya Pradesh,NARSINGHPUR,2002,Kharif     ,Small millets,3906.0,1196.0
Madhya Pradesh,NARSINGHPUR,2002,Kharif     ,Soyabean,70266.0,67250.0
Madhya Pradesh,NARSINGHPUR,2002,Kharif     ,Sunflower,816.0,559.0
Madhya Pradesh,NARSINGHPUR,2002,Rabi       ,Gram,146810.0,109520.0
Madhya Pradesh,NARSINGHPUR,2002,Rabi       ,Linseed,45.0,25.0
Madhya Pradesh,NARSINGHPUR,2002,Rabi       ,Other  Rabi pulses,37179.0,16128.0
Madhya Pradesh,NARSINGHPUR,2002,Rabi       ,Rapeseed &Mustard,92.0,67.0
Madhya Pradesh,NARSINGHPUR,2002,Rabi       ,Wheat,62524.0,170610.0
Madhya Pradesh,NARSINGHPUR,2002,Whole Year ,Bhindi,207.0,0.0
Madhya Pradesh,NARSINGHPUR,2002,Whole Year ,Brinjal,570.0,0.0
Madhya Pradesh,NARSINGHPUR,2002,Whole Year ,Cabbage,24.0,0.0
Madhya Pradesh,NARSINGHPUR,2002,Whole Year ,Cauliflower,24.0,0.0
Madhya Pradesh,NARSINGHPUR,2002,Whole Year ,Citrus Fruit,10.0,0.0
Madhya Pradesh,NARSINGHPUR,2002,Whole Year ,Coriander,812.0,405.0
Madhya Pradesh,NARSINGHPUR,2002,Whole Year ,Dry chillies,169.0,162.0
Madhya Pradesh,NARSINGHPUR,2002,Whole Year ,Garlic,105.0,456.0
Madhya Pradesh,NARSINGHPUR,2002,Whole Year ,Mango,27.0,0.0
Madhya Pradesh,NARSINGHPUR,2002,Whole Year ,Onion,595.0,11119.0
Madhya Pradesh,NARSINGHPUR,2002,Whole Year ,Other Vegetables,302.0,0.0
Madhya Pradesh,NARSINGHPUR,2002,Whole Year ,Papaya,6.0,184.0
Madhya Pradesh,NARSINGHPUR,2002,Whole Year ,Pome Fruit,26.0,0.0
Madhya Pradesh,NARSINGHPUR,2002,Whole Year ,Potato,609.0,11600.0
Madhya Pradesh,NARSINGHPUR,2002,Whole Year ,Sannhamp,18.0,39.0
Madhya Pradesh,NARSINGHPUR,2002,Whole Year ,Sugarcane,8250.0,382680.0
Madhya Pradesh,NARSINGHPUR,2002,Whole Year ,Sweet potato,195.0,1607.0
Madhya Pradesh,NARSINGHPUR,2002,Whole Year ,Tomato,524.0,0.0
Madhya Pradesh,NARSINGHPUR,2003,Kharif     ,Arhar/Tur,19710.0,30296.0
Madhya Pradesh,NARSINGHPUR,2003,Kharif     ,Bajra,28.0,41.0
Madhya Pradesh,NARSINGHPUR,2003,Kharif     ,Castor seed,5.0,2.0
Madhya Pradesh,NARSINGHPUR,2003,Kharif     ,Dry ginger,165.0,293.0
Madhya Pradesh,NARSINGHPUR,2003,Kharif     ,Groundnut,88.0,130.0
Madhya Pradesh,NARSINGHPUR,2003,Kharif     ,Jowar,4587.0,7863.0
Madhya Pradesh,NARSINGHPUR,2003,Kharif     ,Maize,552.0,1451.0
Madhya Pradesh,NARSINGHPUR,2003,Kharif     ,Niger seed,227.0,96.0
Madhya Pradesh,NARSINGHPUR,2003,Kharif     ,Other Kharif pulses,25474.0,14981.0
Madhya Pradesh,NARSINGHPUR,2003,Kharif     ,Rice,13309.0,15565.0
Madhya Pradesh,NARSINGHPUR,2003,Kharif     ,Sesamum,1285.0,865.0
Madhya Pradesh,NARSINGHPUR,2003,Kharif     ,Small millets,3630.0,1358.0
Madhya Pradesh,NARSINGHPUR,2003,Kharif     ,Soyabean,62192.0,117577.0
Madhya Pradesh,NARSINGHPUR,2003,Kharif     ,Sunflower,1118.0,765.0
Madhya Pradesh,NARSINGHPUR,2003,Kharif     ,Urad,23626.0,13948.0
Madhya Pradesh,NARSINGHPUR,2003,Rabi       ,Gram,148291.0,152740.0
Madhya Pradesh,NARSINGHPUR,2003,Rabi       ,Linseed,47.0,32.0
Madhya Pradesh,NARSINGHPUR,2003,Rabi       ,Other  Rabi pulses,37711.0,21491.0
Madhya Pradesh,NARSINGHPUR,2003,Rabi       ,Rapeseed &Mustard,203.0,226.0
Madhya Pradesh,NARSINGHPUR,2003,Rabi       ,Urad,318.0,106.0
Madhya Pradesh,NARSINGHPUR,2003,Rabi       ,Wheat,60462.0,181707.0
Madhya Pradesh,NARSINGHPUR,2003,Whole Year ,Beans & Mutter(Vegetable),45.0,0.0
Madhya Pradesh,NARSINGHPUR,2003,Whole Year ,Bhindi,182.0,0.0
Madhya Pradesh,NARSINGHPUR,2003,Whole Year ,Brinjal,539.0,0.0
Madhya Pradesh,NARSINGHPUR,2003,Whole Year ,Cabbage,34.0,0.0
Madhya Pradesh,NARSINGHPUR,2003,Whole Year ,Cauliflower,46.0,0.0
Madhya Pradesh,NARSINGHPUR,2003,Whole Year ,Citrus Fruit,9.0,0.0
Madhya Pradesh,NARSINGHPUR,2003,Whole Year ,Coriander,1010.0,533.0
Madhya Pradesh,NARSINGHPUR,2003,Whole Year ,Dry chillies,225.0,209.0
Madhya Pradesh,NARSINGHPUR,2003,Whole Year ,Garlic,109.0,487.0
Madhya Pradesh,NARSINGHPUR,2003,Whole Year ,Mango,27.0,0.0
Madhya Pradesh,NARSINGHPUR,2003,Whole Year ,Onion,592.0,10649.0
Madhya Pradesh,NARSINGHPUR,2003,Whole Year ,Orange,1.0,0.0
Madhya Pradesh,NARSINGHPUR,2003,Whole Year ,Other Fresh Fruits,9.0,0.0
Madhya Pradesh,NARSINGHPUR,2003,Whole Year ,Other Vegetables,567.0,0.0
Madhya Pradesh,NARSINGHPUR,2003,Whole Year ,Papaya,1.0,0.0
Madhya Pradesh,NARSINGHPUR,2003,Whole Year ,Pome Fruit,9.0,0.0
Madhya Pradesh,NARSINGHPUR,2003,Whole Year ,Potato,594.0,11754.0
Madhya Pradesh,NARSINGHPUR,2003,Whole Year ,Sannhamp,19.0,61.0
Madhya Pradesh,NARSINGHPUR,2003,Whole Year ,Sugarcane,8197.0,385160.0
Madhya Pradesh,NARSINGHPUR,2003,Whole Year ,Sweet potato,177.0,1593.0
Madhya Pradesh,NARSINGHPUR,2003,Whole Year ,Tomato,506.0,0.0
Madhya Pradesh,NARSINGHPUR,2003,Whole Year ,Turmeric,22.0,26.0
Madhya Pradesh,NARSINGHPUR,2004,Kharif     ,Arhar/Tur,26436.0,38750.0
Madhya Pradesh,NARSINGHPUR,2004,Kharif     ,Bajra,22.0,34.0
Madhya Pradesh,NARSINGHPUR,2004,Kharif     ,Dry ginger,153.0,272.0
Madhya Pradesh,NARSINGHPUR,2004,Kharif     ,Groundnut,64.0,109.0
Madhya Pradesh,NARSINGHPUR,2004,Kharif     ,Jowar,5157.0,8286.0
Madhya Pradesh,NARSINGHPUR,2004,Kharif     ,Maize,630.0,1249.0
Madhya Pradesh,NARSINGHPUR,2004,Kharif     ,Niger seed,258.0,108.0
Madhya Pradesh,NARSINGHPUR,2004,Kharif     ,Rice,14027.0,14953.0
Madhya Pradesh,NARSINGHPUR,2004,Kharif     ,Sesamum,1084.0,801.0
Madhya Pradesh,NARSINGHPUR,2004,Kharif     ,Small millets,2849.0,963.0
Madhya Pradesh,NARSINGHPUR,2004,Kharif     ,Soyabean,60194.0,103536.0
Madhya Pradesh,NARSINGHPUR,2004,Kharif     ,Sunflower,849.0,581.0
Madhya Pradesh,NARSINGHPUR,2004,Kharif     ,Urad,17688.0,9995.0
Madhya Pradesh,NARSINGHPUR,2004,Rabi       ,Gram,140195.0,140055.0
Madhya Pradesh,NARSINGHPUR,2004,Rabi       ,Linseed,19.0,14.0
Madhya Pradesh,NARSINGHPUR,2004,Rabi       ,Masoor,28226.0,17343.0
Madhya Pradesh,NARSINGHPUR,2004,Rabi       ,Rapeseed &Mustard,252.0,293.0
Madhya Pradesh,NARSINGHPUR,2004,Rabi       ,Urad,216.0,72.0
Madhya Pradesh,NARSINGHPUR,2004,Rabi       ,Wheat,59188.0,168938.0
Madhya Pradesh,NARSINGHPUR,2004,Whole Year ,Coriander,1041.0,549.0
Madhya Pradesh,NARSINGHPUR,2004,Whole Year ,Garlic,123.0,549.0
Madhya Pradesh,NARSINGHPUR,2004,Whole Year ,Onion,703.0,14729.0
Madhya Pradesh,NARSINGHPUR,2004,Whole Year ,Potato,591.0,13062.0
Madhya Pradesh,NARSINGHPUR,2004,Whole Year ,Sugarcane,10806.0,507750.0
Madhya Pradesh,NARSINGHPUR,2004,Whole Year ,Sweet potato,161.0,1469.0
Madhya Pradesh,NARSINGHPUR,2004,Whole Year ,Turmeric,25.0,28.0
Madhya Pradesh,NARSINGHPUR,2005,Kharif     ,Arhar/Tur,25607.0,33436.0
Madhya Pradesh,NARSINGHPUR,2005,Kharif     ,Bajra,11.0,18.0
Madhya Pradesh,NARSINGHPUR,2005,Kharif     ,Groundnut,91.0,210.0
Madhya Pradesh,NARSINGHPUR,2005,Kharif     ,Jowar,4563.0,8379.0
Madhya Pradesh,NARSINGHPUR,2005,Kharif     ,Maize,656.0,1254.0
Madhya Pradesh,NARSINGHPUR,2005,Kharif     ,Moong(Green Gram),1464.0,863.0
Madhya Pradesh,NARSINGHPUR,2005,Kharif     ,Niger seed,227.0,96.0
Madhya Pradesh,NARSINGHPUR,2005,Kharif     ,Rice,13053.0,13931.0
Madhya Pradesh,NARSINGHPUR,2005,Kharif     ,Sesamum,891.0,565.0
Madhya Pradesh,NARSINGHPUR,2005,Kharif     ,Small millets,248.0,167.0
Madhya Pradesh,NARSINGHPUR,2005,Kharif     ,Soyabean,53153.0,91502.0
Madhya Pradesh,NARSINGHPUR,2005,Kharif     ,Sunflower,500.0,355.0
Madhya Pradesh,NARSINGHPUR,2005,Kharif     ,Urad,13933.0,7990.0
Madhya Pradesh,NARSINGHPUR,2005,Rabi       ,Gram,139117.0,143847.0
Madhya Pradesh,NARSINGHPUR,2005,Rabi       ,Linseed,13.0,11.0
Madhya Pradesh,NARSINGHPUR,2005,Rabi       ,Masoor,32847.0,21073.0
Madhya Pradesh,NARSINGHPUR,2005,Rabi       ,Peas & beans (Pulses),13303.0,8535.0
Madhya Pradesh,NARSINGHPUR,2005,Rabi       ,Rapeseed &Mustard,206.0,251.0
Madhya Pradesh,NARSINGHPUR,2005,Rabi       ,Urad,160.0,53.0
Madhya Pradesh,NARSINGHPUR,2005,Rabi       ,Wheat,54522.0,161664.0
Madhya Pradesh,NARSINGHPUR,2005,Whole Year ,Onion,711.0,15431.0
Madhya Pradesh,NARSINGHPUR,2005,Whole Year ,Potato,619.0,13101.0
Madhya Pradesh,NARSINGHPUR,2005,Whole Year ,Sugarcane,17476.0,854000.0
Madhya Pradesh,NARSINGHPUR,2005,Whole Year ,Sweet potato,131.0,1162.0
Madhya Pradesh,NARSINGHPUR,2006,Kharif     ,Arhar/Tur,24487.0,29784.0
Madhya Pradesh,NARSINGHPUR,2006,Kharif     ,Bajra,2.0,3.0
Madhya Pradesh,NARSINGHPUR,2006,Kharif     ,Dry ginger,172.0,306.0
Madhya Pradesh,NARSINGHPUR,2006,Kharif     ,Groundnut,54.0,109.0
Madhya Pradesh,NARSINGHPUR,2006,Kharif     ,Jowar,3793.0,7511.0
Madhya Pradesh,NARSINGHPUR,2006,Kharif     ,Jute,2.0,6.0
Madhya Pradesh,NARSINGHPUR,2006,Kharif     ,Maize,612.0,773.0
Madhya Pradesh,NARSINGHPUR,2006,Kharif     ,Moong(Green Gram),1484.0,874.0
Madhya Pradesh,NARSINGHPUR,2006,Kharif     ,Niger seed,186.0,78.0
Madhya Pradesh,NARSINGHPUR,2006,Kharif     ,Other Kharif pulses,3.0,2.0
Madhya Pradesh,NARSINGHPUR,2006,Kharif     ,Rice,13605.0,14579.0
Madhya Pradesh,NARSINGHPUR,2006,Kharif     ,Small millets,2248.0,692.0
Madhya Pradesh,NARSINGHPUR,2006,Kharif     ,Soyabean,52647.0,83315.0
Madhya Pradesh,NARSINGHPUR,2006,Kharif     ,Sunflower,232.0,162.0
Madhya Pradesh,NARSINGHPUR,2006,Kharif     ,Urad,13487.0,7734.0
Madhya Pradesh,NARSINGHPUR,2006,Rabi       ,Gram,136802.0,167446.0
Madhya Pradesh,NARSINGHPUR,2006,Rabi       ,Khesari,815.0,1071.0
Madhya Pradesh,NARSINGHPUR,2006,Rabi       ,Linseed,14.0,11.0
Madhya Pradesh,NARSINGHPUR,2006,Rabi       ,Masoor,32021.0,20543.0
Madhya Pradesh,NARSINGHPUR,2006,Rabi       ,Moong(Green Gram),141.0,48.0
Madhya Pradesh,NARSINGHPUR,2006,Rabi       ,Other  Rabi pulses,2.0,1.0
Madhya Pradesh,NARSINGHPUR,2006,Rabi       ,Peas & beans (Pulses),12823.0,8227.0
Madhya Pradesh,NARSINGHPUR,2006,Rabi       ,Rapeseed &Mustard,143.0,170.0
Madhya Pradesh,NARSINGHPUR,2006,Rabi       ,Urad,354.0,118.0
Madhya Pradesh,NARSINGHPUR,2006,Rabi       ,Wheat,53073.0,151925.0
Madhya Pradesh,NARSINGHPUR,2006,Whole Year ,Banana,1.0,729.0
Madhya Pradesh,NARSINGHPUR,2006,Whole Year ,Coriander,884.0,467.0
Madhya Pradesh,NARSINGHPUR,2006,Whole Year ,Dry chillies,169.0,216.0
Madhya Pradesh,NARSINGHPUR,2006,Whole Year ,Garlic,91.0,395.0
Madhya Pradesh,NARSINGHPUR,2006,Whole Year ,Onion,664.0,14497.0
Madhya Pradesh,NARSINGHPUR,2006,Whole Year ,Potato,548.0,11507.0
Madhya Pradesh,NARSINGHPUR,2006,Whole Year ,Sesamum,706.0,373.0
Madhya Pradesh,NARSINGHPUR,2006,Whole Year ,Sugarcane,23562.0,1151420.0
Madhya Pradesh,NARSINGHPUR,2006,Whole Year ,Sweet potato,127.0,1127.0
Madhya Pradesh,NARSINGHPUR,2006,Whole Year ,Turmeric,6.0,7.0
Madhya Pradesh,NARSINGHPUR,2007,Kharif     ,Arhar/Tur,24874.0,29147.0
Madhya Pradesh,NARSINGHPUR,2007,Kharif     ,Bajra,67.0,95.0
Madhya Pradesh,NARSINGHPUR,2007,Kharif     ,Groundnut,91.0,195.0
Madhya Pradesh,NARSINGHPUR,2007,Kharif     ,Jowar,3439.0,5610.0
Madhya Pradesh,NARSINGHPUR,2007,Kharif     ,Maize,575.0,919.0
Madhya Pradesh,NARSINGHPUR,2007,Kharif     ,Niger seed,384.0,162.0
Madhya Pradesh,NARSINGHPUR,2007,Kharif     ,Ragi,25.0,7.0
Madhya Pradesh,NARSINGHPUR,2007,Kharif     ,Rice,12944.0,12744.0
Madhya Pradesh,NARSINGHPUR,2007,Kharif     ,Sannhamp,11.0,6.0
Madhya Pradesh,NARSINGHPUR,2007,Kharif     ,Soyabean,63023.0,81460.0
Madhya Pradesh,NARSINGHPUR,2007,Kharif     ,Urad,14066.0,7473.0
Madhya Pradesh,NARSINGHPUR,2007,Rabi       ,Gram,135293.0,138675.0
Madhya Pradesh,NARSINGHPUR,2007,Rabi       ,Khesari,681.0,601.0
Madhya Pradesh,NARSINGHPUR,2007,Rabi       ,Linseed,18.0,13.0
Madhya Pradesh,NARSINGHPUR,2007,Rabi       ,Masoor,31532.0,13757.0
Madhya Pradesh,NARSINGHPUR,2007,Rabi       ,Peas & beans (Pulses),11274.0,6365.0
Madhya Pradesh,NARSINGHPUR,2007,Rabi       ,Rapeseed &Mustard,147.0,170.0
Madhya Pradesh,NARSINGHPUR,2007,Rabi       ,Urad,269.0,78.0
Madhya Pradesh,NARSINGHPUR,2007,Rabi       ,Wheat,54969.0,157560.0
Madhya Pradesh,NARSINGHPUR,2007,Whole Year ,Coriander,884.0,447.0
Madhya Pradesh,NARSINGHPUR,2007,Whole Year ,Garlic,99.0,437.0
Madhya Pradesh,NARSINGHPUR,2007,Whole Year ,Onion,700.0,13221.0
Madhya Pradesh,NARSINGHPUR,2007,Whole Year ,Potato,588.0,11586.0
Madhya Pradesh,NARSINGHPUR,2007,Whole Year ,Sesamum,698.0,421.0
Madhya Pradesh,NARSINGHPUR,2007,Whole Year ,Sugarcane,31626.0,1545480.0
Madhya Pradesh,NARSINGHPUR,2007,Whole Year ,Sunflower,239.0,167.0
Madhya Pradesh,NARSINGHPUR,2007,Whole Year ,Sweet potato,124.0,1069.0
Madhya Pradesh,NARSINGHPUR,2007,Whole Year ,Turmeric,14.0,16.0
Madhya Pradesh,NARSINGHPUR,2008,Kharif     ,Arhar/Tur,26779.0,37574.0
Madhya Pradesh,NARSINGHPUR,2008,Kharif     ,Bajra,2.0,3.0
Madhya Pradesh,NARSINGHPUR,2008,Kharif     ,Groundnut,82.0,181.0
Madhya Pradesh,NARSINGHPUR,2008,Kharif     ,Jowar,3088.0,6521.0
Madhya Pradesh,NARSINGHPUR,2008,Kharif     ,Maize,600.0,967.0
Madhya Pradesh,NARSINGHPUR,2008,Kharif     ,Niger seed,160.0,68.0
Madhya Pradesh,NARSINGHPUR,2008,Kharif     ,Rice,13149.0,12221.0
Madhya Pradesh,NARSINGHPUR,2008,Kharif     ,Sannhamp,22.0,11.0
Madhya Pradesh,NARSINGHPUR,2008,Kharif     ,Soyabean,75029.0,116391.0
Madhya Pradesh,NARSINGHPUR,2008,Kharif     ,Sunflower,98.0,69.0
Madhya Pradesh,NARSINGHPUR,2008,Kharif     ,Urad,13779.0,8135.0
Madhya Pradesh,NARSINGHPUR,2008,Rabi       ,Gram,132598.0,162565.0
Madhya Pradesh,NARSINGHPUR,2008,Rabi       ,Khesari,329.0,351.0
Madhya Pradesh,NARSINGHPUR,2008,Rabi       ,Linseed,6.0,6.0
Madhya Pradesh,NARSINGHPUR,2008,Rabi       ,Masoor,32955.0,16068.0
Madhya Pradesh,NARSINGHPUR,2008,Rabi       ,Peas & beans (Pulses),11073.0,6157.0
Madhya Pradesh,NARSINGHPUR,2008,Rabi       ,Rapeseed &Mustard,55.0,69.0
Madhya Pradesh,NARSINGHPUR,2008,Rabi       ,Urad,220.0,73.0
Madhya Pradesh,NARSINGHPUR,2008,Rabi       ,Wheat,62311.0,189672.0
Madhya Pradesh,NARSINGHPUR,2008,Whole Year ,Coriander,973.0,492.0
Madhya Pradesh,NARSINGHPUR,2008,Whole Year ,Garlic,81.0,347.0
Madhya Pradesh,NARSINGHPUR,2008,Whole Year ,Onion,664.0,12551.0
Madhya Pradesh,NARSINGHPUR,2008,Whole Year ,Potato,491.0,8642.0
Madhya Pradesh,NARSINGHPUR,2008,Whole Year ,Sesamum,740.0,409.0
Madhya Pradesh,NARSINGHPUR,2008,Whole Year ,Small millets,1731.0,529.0
Madhya Pradesh,NARSINGHPUR,2008,Whole Year ,Sugarcane,18642.0,934340.0
Madhya Pradesh,NARSINGHPUR,2008,Whole Year ,Sweet potato,107.0,923.0
Madhya Pradesh,NARSINGHPUR,2008,Whole Year ,Turmeric,13.0,14.0
Madhya Pradesh,NARSINGHPUR,2009,Kharif     ,Cowpea(Lobia),7.0,4.0
Madhya Pradesh,NARSINGHPUR,2009,Kharif     ,Jowar,2586.0,6003.0
Madhya Pradesh,NARSINGHPUR,2009,Kharif     ,Moong(Green Gram),1771.0,1090.0
Madhya Pradesh,NARSINGHPUR,2009,Kharif     ,Small millets,1784.0,580.0
Madhya Pradesh,NARSINGHPUR,2009,Kharif     ,Urad,12944.0,7642.0
Madhya Pradesh,NARSINGHPUR,2009,Rabi       ,Cowpea(Lobia),30.0,15.0
Madhya Pradesh,NARSINGHPUR,2009,Rabi       ,Moong(Green Gram),349.0,117.0
Madhya Pradesh,NARSINGHPUR,2009,Rabi       ,Small millets,1.0,729.0
Madhya Pradesh,NARSINGHPUR,2009,Whole Year ,Arhar/Tur,30194.0,39642.0
Madhya Pradesh,NARSINGHPUR,2009,Whole Year ,Bajra,8.0,13.0
Madhya Pradesh,NARSINGHPUR,2009,Whole Year ,Coriander,828.0,419.0
Madhya Pradesh,NARSINGHPUR,2009,Whole Year ,Dry chillies,146.0,358.0
Madhya Pradesh,NARSINGHPUR,2009,Whole Year ,Dry ginger,132.0,229.0
Madhya Pradesh,NARSINGHPUR,2009,Whole Year ,Garlic,68.0,291.0
Madhya Pradesh,NARSINGHPUR,2009,Whole Year ,Gram,128950.0,162090.0
Madhya Pradesh,NARSINGHPUR,2009,Whole Year ,Groundnut,89.0,195.0
Madhya Pradesh,NARSINGHPUR,2009,Whole Year ,Khesari,632.0,728.0
Madhya Pradesh,NARSINGHPUR,2009,Whole Year ,Linseed,5.0,4.0
Madhya Pradesh,NARSINGHPUR,2009,Whole Year ,Maize,605.0,805.0
Madhya Pradesh,NARSINGHPUR,2009,Whole Year ,Masoor,34620.0,20730.0
Madhya Pradesh,NARSINGHPUR,2009,Whole Year ,Niger seed,65.0,27.0
Madhya Pradesh,NARSINGHPUR,2009,Whole Year ,Onion,738.0,14384.0
Madhya Pradesh,NARSINGHPUR,2009,Whole Year ,Peas & beans (Pulses),10927.0,6637.0
Madhya Pradesh,NARSINGHPUR,2009,Whole Year ,Potato,453.0,7658.0
Madhya Pradesh,NARSINGHPUR,2009,Whole Year ,Rapeseed &Mustard,35.0,38.0
Madhya Pradesh,NARSINGHPUR,2009,Whole Year ,Rice,13345.0,14933.0
Madhya Pradesh,NARSINGHPUR,2009,Whole Year ,Sannhamp,17.0,10.0
Madhya Pradesh,NARSINGHPUR,2009,Whole Year ,Sesamum,648.0,380.0
Madhya Pradesh,NARSINGHPUR,2009,Whole Year ,Soyabean,79677.0,148902.0
Madhya Pradesh,NARSINGHPUR,2009,Whole Year ,Sugarcane,16009.0,702080.0
Madhya Pradesh,NARSINGHPUR,2009,Whole Year ,Sunflower,50.0,33.0
Madhya Pradesh,NARSINGHPUR,2009,Whole Year ,Sweet potato,94.0,810.0
Madhya Pradesh,NARSINGHPUR,2009,Whole Year ,Turmeric,6.0,7.0
